Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8
Chronic cholestasis,bladder_discomfort,prominent_veins_on_calf,brittle_nails,weakness_in_limbs,mild_fever,receiving_blood_transfusion,receiving_unsterile_injections,skin_rash
Varicose veins,blackheads,burning_micturition,sunken_eyes,dizziness,blood_in_sputum,restlessness,,
Varicose veins,burning_micturition,sunken_eyes,blackheads,blood_in_sputum,dizziness,restlessness,,
Dimorphic hemmorhoids(piles),loss_of_smell,sunken_eyes,dizziness,fatigue,anxiety,sweating,mucoid_sputum,
Pneumonia,stomach_bleeding,lack_of_concentration,internal_itching,receiving_unsterile_injections,,,,
Dengue,swelling_of_stomach,sweating,painful_walking,swollen_legs,itching,mild_fever,knee_pain,
Acne,nausea,swelling_joints,knee_pain,polyuria,obesity,sinus_pressure,swollen_legs,irritation_in_anus
Fungal infection,neck_pain,enlarged_thyroid,fast_heart_rate,joint_pain,,,,
AIDS,mood_swings,red_spots_over_body,phlegm,lethargy,slurred_speech,yellowish_skin,depression,
Chicken pox,cramps,nodal_skin_eruptions,slurred_speech,bladder_discomfort,swollen_blood_vessels,dehydration,scurring,indigestion
Urinary tract infection,weight_loss,pus_filled_pimples,nodal_skin_eruptions,sunken_eyes,swollen_legs,swelling_joints,congestion,
Alcoholic hepatitis,mood_swings,pain_during_bowel_movements,weight_loss,anxiety,,,,
Chicken pox,slurred_speech,nodal_skin_eruptions,cramps,dehydration,scurring,bladder_discomfort,indigestion,swollen_blood_vessels
Hepatitis B,dark_urine,mood_swings,lethargy,patches_in_throat,blister,,,
Chronic cholestasis,bladder_discomfort,skin_rash,weakness_in_limbs,mild_fever,receiving_blood_transfusion,prominent_veins_on_calf,brittle_nails,receiving_unsterile_injections
Dimorphic hemmorhoids(piles),anxiety,loss_of_smell,dizziness,sweating,sunken_eyes,mucoid_sputum,fatigue,
AIDS,phlegm,yellowish_skin,lethargy,mood_swings,slurred_speech,depression,red_spots_over_body,
Dimorphic hemmorhoids(piles),sunken_eyes,dizziness,mucoid_sputum,loss_of_smell,fatigue,anxiety,sweating,
Vertigo,receiving_blood_transfusion,dizziness,muscle_wasting,lethargy,,,,
Hypothyroidism,yellowing_of_eyes,cough,congestion,rusty_sputum,continuous_sneezing,inflammatory_nails,blister,bloody_stool
Dengue,knee_pain,mild_fever,swelling_of_stomach,swollen_legs,itching,sweating,painful_walking,
Hyperthyroidism,belly_pain,anxiety,yellowing_of_eyes,watering_from_eyes,painful_walking,itching,swollen_legs,
Osteoarthristis,weight_gain,burning_micturition,anxiety,swelling_joints,,,,
Varicose veins,burning_micturition,blood_in_sputum,dizziness,restlessness,sunken_eyes,blackheads,,
Tuberculosis,weight_loss,brittle_nails,bloody_stool,unsteadiness,,,,
Hepatitis E,pain_during_bowel_movements,loss_of_smell,cold_hands_and_feets,chills,weakness_in_limbs,,,
Typhoid,red_sore_around_nose,spinning_movements,altered_sensorium,shivering,throat_irritation,itching,diarrhoea,yellow_urine
Hepatitis A,irritation_in_anus,muscle_weakness,depression,weight_gain,,,,
Hypothyroidism,inflammatory_nails,bloody_stool,continuous_sneezing,rusty_sputum,congestion,yellowing_of_eyes,blister,cough
Allergy,breathlessness,receiving_unsterile_injections,acidity,irregular_sugar_level,stomach_pain,,,
Drug Reaction,diarrhoea,chest_pain,belly_pain,breathlessness,loss_of_smell,cough,,
Allergy,acidity,irregular_sugar_level,stomach_pain,receiving_unsterile_injections,breathlessness,,,
GERD,pain_in_anal_region,joint_pain,chest_pain,throat_irritation,,,,
Hypoglycemia,chest_pain,receiving_unsterile_injections,diarrhoea,blister,slurred_speech,blurred_and_distorted_vision,,
Drug Reaction,cough,belly_pain,loss_of_smell,breathlessness,chest_pain,diarrhoea,,
Varicose veins,blood_in_sputum,burning_micturition,restlessness,dizziness,blackheads,sunken_eyes,,
Fungal infection,fast_heart_rate,joint_pain,neck_pain,enlarged_thyroid,,,,
Hepatitis A,irritation_in_anus,weight_gain,muscle_weakness,depression,,,,
Acne,knee_pain,swollen_legs,sinus_pressure,irritation_in_anus,polyuria,swelling_joints,nausea,obesity
Drug Reaction,diarrhoea,belly_pain,cough,loss_of_smell,breathlessness,chest_pain,,
Hepatitis B,blister,dark_urine,mood_swings,patches_in_throat,lethargy,,,
GERD,joint_pain,chest_pain,throat_irritation,pain_in_anal_region,,,,
Diabetes,pain_in_anal_region,drying_and_tingling_lips,pain_during_bowel_movements,lethargy,,,,
Hypertension,weakness_in_limbs,acute_liver_failure,yellow_urine,loss_of_balance,blackheads,neck_pain,belly_pain,puffy_face_and_eyes
Gastroenteritis,irritability,brittle_nails,painful_walking,belly_pain,,,,
Hypertension,neck_pain,yellow_urine,weakness_in_limbs,belly_pain,puffy_face_and_eyes,loss_of_balance,blackheads,acute_liver_failure
Acne,knee_pain,sinus_pressure,swelling_joints,obesity,nausea,polyuria,irritation_in_anus,swollen_legs
Impetigo,breathlessness,history_of_alcohol_consumption,hip_joint_pain,knee_pain,nodal_skin_eruptions,,,
Migraine,acidity,family_history,swelling_joints,pain_during_bowel_movements,,,,
Hypothyroidism,congestion,rusty_sputum,continuous_sneezing,yellowing_of_eyes,inflammatory_nails,bloody_stool,blister,cough
Cervical spondylosis,extra_marital_contacts,congestion,swelling_joints,pus_filled_pimples,polyuria,cold_hands_and_feets,,
Osteoarthristis,weight_gain,anxiety,burning_micturition,swelling_joints,,,,
Dengue,swelling_of_stomach,swollen_legs,itching,sweating,knee_pain,painful_walking,mild_fever,
Hypothyroidism,yellowing_of_eyes,inflammatory_nails,congestion,rusty_sputum,continuous_sneezing,blister,cough,bloody_stool
Typhoid,diarrhoea,itching,throat_irritation,red_sore_around_nose,spinning_movements,altered_sensorium,shivering,yellow_urine
Chronic cholestasis,receiving_unsterile_injections,bladder_discomfort,skin_rash,mild_fever,brittle_nails,receiving_blood_transfusion,weakness_in_limbs,prominent_veins_on_calf
Dimorphic hemmorhoids(piles),sweating,sunken_eyes,fatigue,mucoid_sputum,anxiety,dizziness,loss_of_smell,
Jaundice,cough,burning_micturition,dehydration,pain_behind_the_eyes,yellow_crust_ooze,weakness_in_limbs,,
Common Cold,silver_like_dusting,rusty_sputum,congestion,blurred_and_distorted_vision,neck_pain,nausea,high_fever,
Acne,nausea,polyuria,sinus_pressure,swollen_legs,obesity,irritation_in_anus,swelling_joints,knee_pain
Migraine,swelling_joints,pain_during_bowel_movements,acidity,family_history,,,,
Heart attack,receiving_unsterile_injections,blurred_and_distorted_vision,swelled_lymph_nodes,pain_behind_the_eyes,prominent_veins_on_calf,,,
Hepatitis C,congestion,receiving_unsterile_injections,swollen_legs,silver_like_dusting,yellowing_of_eyes,,,
Dengue,itching,sweating,knee_pain,swelling_of_stomach,swollen_legs,mild_fever,painful_walking,
Hepatitis C,congestion,silver_like_dusting,receiving_unsterile_injections,swollen_legs,yellowing_of_eyes,,,
Impetigo,knee_pain,history_of_alcohol_consumption,nodal_skin_eruptions,hip_joint_pain,breathlessness,,,
Peptic ulcer disease,toxic_look_(typhos),continuous_feel_of_urine,swollen_legs,vomiting,,,,
Paralysis (brain hemorrhage),swollen_legs,dizziness,pain_behind_the_eyes,coma,family_history,,,
Fungal infection,enlarged_thyroid,joint_pain,neck_pain,fast_heart_rate,,,,
Malaria,receiving_unsterile_injections,mild_fever,belly_pain,abnormal_menstruation,cold_hands_and_feets,,,
Acne,knee_pain,obesity,nausea,polyuria,irritation_in_anus,swelling_joints,swollen_legs,sinus_pressure
Hyperthyroidism,belly_pain,painful_walking,yellowing_of_eyes,swollen_legs,watering_from_eyes,itching,anxiety,
Dimorphic hemmorhoids(piles),dizziness,sweating,anxiety,loss_of_smell,fatigue,sunken_eyes,mucoid_sputum,
Paralysis (brain hemorrhage),coma,swollen_legs,family_history,dizziness,pain_behind_the_eyes,,,
Peptic ulcer disease,vomiting,swollen_legs,continuous_feel_of_urine,toxic_look_(typhos),,,,
Hypertension,blackheads,yellow_urine,neck_pain,acute_liver_failure,puffy_face_and_eyes,belly_pain,weakness_in_limbs,loss_of_balance
Gastroenteritis,painful_walking,brittle_nails,belly_pain,irritability,,,,
Impetigo,hip_joint_pain,breathlessness,nodal_skin_eruptions,history_of_alcohol_consumption,knee_pain,,,
Alcoholic hepatitis,anxiety,weight_loss,mood_swings,pain_during_bowel_movements,,,,
Typhoid,yellow_urine,throat_irritation,spinning_movements,diarrhoea,itching,altered_sensorium,shivering,red_sore_around_nose
Psoriasis,muscle_pain,mood_swings,swollen_extremeties,passage_of_gases,neck_pain,,,
Chronic cholestasis,skin_rash,mild_fever,bladder_discomfort,receiving_blood_transfusion,receiving_unsterile_injections,prominent_veins_on_calf,brittle_nails,weakness_in_limbs
Migraine,acidity,family_history,swelling_joints,pain_during_bowel_movements,,,,
Gastroenteritis,brittle_nails,irritability,belly_pain,painful_walking,,,,
Varicose veins,blood_in_sputum,blackheads,restlessness,dizziness,sunken_eyes,burning_micturition,,
Hepatitis B,lethargy,patches_in_throat,mood_swings,dark_urine,blister,,,
Dengue,sweating,swollen_legs,painful_walking,swelling_of_stomach,itching,knee_pain,mild_fever,
Hyperthyroidism,swollen_legs,painful_walking,yellowing_of_eyes,belly_pain,itching,anxiety,watering_from_eyes,
Drug Reaction,loss_of_smell,belly_pain,cough,diarrhoea,breathlessness,chest_pain,,
Migraine,acidity,family_history,pain_during_bowel_movements,swelling_joints,,,,
Hypertension,loss_of_balance,yellow_urine,weakness_in_limbs,blackheads,neck_pain,puffy_face_and_eyes,acute_liver_failure,belly_pain
Hypoglycemia,blurred_and_distorted_vision,slurred_speech,blister,diarrhoea,receiving_unsterile_injections,chest_pain,,
Varicose veins,dizziness,blackheads,burning_micturition,sunken_eyes,blood_in_sputum,restlessness,,
Typhoid,spinning_movements,shivering,itching,altered_sensorium,diarrhoea,red_sore_around_nose,throat_irritation,yellow_urine
Hepatitis B,lethargy,blister,patches_in_throat,dark_urine,mood_swings,,,
Vertigo,lethargy,dizziness,receiving_blood_transfusion,muscle_wasting,,,,
Chicken pox,swollen_blood_vessels,cramps,dehydration,scurring,bladder_discomfort,nodal_skin_eruptions,slurred_speech,indigestion
Typhoid,spinning_movements,yellow_urine,throat_irritation,altered_sensorium,red_sore_around_nose,itching,diarrhoea,shivering
Bronchial Asthma,swollen_blood_vessels,runny_nose,muscle_pain,weight_loss,internal_itching,,,
Hepatitis B,lethargy,blister,mood_swings,patches_in_throat,dark_urine,,,
Hepatitis E,pain_during_bowel_movements,cold_hands_and_feets,chills,weakness_in_limbs,loss_of_smell,,,
Hepatitis B,lethargy,dark_urine,mood_swings,patches_in_throat,blister,,,
Osteoarthristis,anxiety,burning_micturition,weight_gain,swelling_joints,,,,
Diabetes,pain_in_anal_region,lethargy,drying_and_tingling_lips,pain_during_bowel_movements,,,,
Bronchial Asthma,internal_itching,weight_loss,muscle_pain,runny_nose,swollen_blood_vessels,,,
Osteoarthristis,anxiety,swelling_joints,burning_micturition,weight_gain,,,,
Varicose veins,blackheads,blood_in_sputum,burning_micturition,dizziness,sunken_eyes,restlessness,,
Hepatitis C,yellowing_of_eyes,swollen_legs,congestion,receiving_unsterile_injections,silver_like_dusting,,,
Arthritis,mood_swings,bloody_stool,malaise,mucoid_sputum,lethargy,small_dents_in_nails,weight_gain,mild_fever
Peptic ulcer disease,continuous_feel_of_urine,vomiting,toxic_look_(typhos),swollen_legs,,,,
Acne,polyuria,swollen_legs,knee_pain,swelling_joints,obesity,sinus_pressure,nausea,irritation_in_anus
Peptic ulcer disease,swollen_legs,continuous_feel_of_urine,toxic_look_(typhos),vomiting,,,,
Hepatitis B,mood_swings,patches_in_throat,blister,lethargy,dark_urine,,,
Tuberculosis,unsteadiness,brittle_nails,bloody_stool,weight_loss,,,,
Hepatitis E,weakness_in_limbs,loss_of_smell,cold_hands_and_feets,chills,pain_during_bowel_movements,,,
Hepatitis D,headache,stiff_neck,dizziness,redness_of_eyes,history_of_alcohol_consumption,altered_sensorium,family_history,palpitations
Common Cold,congestion,blurred_and_distorted_vision,rusty_sputum,nausea,silver_like_dusting,neck_pain,high_fever,
Common Cold,high_fever,silver_like_dusting,neck_pain,congestion,blurred_and_distorted_vision,rusty_sputum,nausea,
Hepatitis A,depression,muscle_weakness,irritation_in_anus,weight_gain,,,,
Drug Reaction,loss_of_smell,chest_pain,belly_pain,diarrhoea,breathlessness,cough,,
Impetigo,breathlessness,hip_joint_pain,history_of_alcohol_consumption,knee_pain,nodal_skin_eruptions,,,
Vertigo,receiving_blood_transfusion,lethargy,dizziness,muscle_wasting,,,,
Alcoholic hepatitis,weight_loss,anxiety,mood_swings,pain_during_bowel_movements,,,,
GERD,chest_pain,pain_in_anal_region,throat_irritation,joint_pain,,,,
Hypothyroidism,rusty_sputum,bloody_stool,yellowing_of_eyes,inflammatory_nails,blister,continuous_sneezing,cough,congestion
Impetigo,breathlessness,hip_joint_pain,nodal_skin_eruptions,history_of_alcohol_consumption,knee_pain,,,
Common Cold,silver_like_dusting,rusty_sputum,blurred_and_distorted_vision,congestion,high_fever,neck_pain,nausea,
Hypothyroidism,continuous_sneezing,congestion,inflammatory_nails,yellowing_of_eyes,bloody_stool,blister,rusty_sputum,cough
Chicken pox,swollen_blood_vessels,indigestion,cramps,dehydration,nodal_skin_eruptions,scurring,bladder_discomfort,slurred_speech
Acne,polyuria,knee_pain,swollen_legs,nausea,irritation_in_anus,sinus_pressure,obesity,swelling_joints
Chronic cholestasis,mild_fever,bladder_discomfort,weakness_in_limbs,receiving_blood_transfusion,receiving_unsterile_injections,brittle_nails,prominent_veins_on_calf,skin_rash
Hypoglycemia,blurred_and_distorted_vision,slurred_speech,diarrhoea,blister,receiving_unsterile_injections,chest_pain,,
AIDS,yellowish_skin,slurred_speech,phlegm,lethargy,mood_swings,red_spots_over_body,depression,
Dengue,swollen_legs,painful_walking,swelling_of_stomach,mild_fever,itching,knee_pain,sweating,
Bronchial Asthma,weight_loss,swollen_blood_vessels,runny_nose,internal_itching,muscle_pain,,,
Hepatitis E,chills,cold_hands_and_feets,loss_of_smell,weakness_in_limbs,pain_during_bowel_movements,,,
AIDS,slurred_speech,lethargy,yellowish_skin,phlegm,depression,mood_swings,red_spots_over_body,
Common Cold,silver_like_dusting,high_fever,rusty_sputum,nausea,blurred_and_distorted_vision,congestion,neck_pain,
Hepatitis D,redness_of_eyes,dizziness,headache,altered_sensorium,stiff_neck,family_history,palpitations,history_of_alcohol_consumption
Migraine,acidity,family_history,pain_during_bowel_movements,swelling_joints,,,,
Jaundice,yellow_crust_ooze,weakness_in_limbs,cough,burning_micturition,dehydration,pain_behind_the_eyes,,
Paralysis (brain hemorrhage),dizziness,coma,family_history,swollen_legs,pain_behind_the_eyes,,,
Drug Reaction,chest_pain,loss_of_smell,belly_pain,cough,breathlessness,diarrhoea,,
AIDS,lethargy,slurred_speech,red_spots_over_body,mood_swings,depression,phlegm,yellowish_skin,
Chicken pox,cramps,bladder_discomfort,indigestion,swollen_blood_vessels,dehydration,nodal_skin_eruptions,slurred_speech,scurring
Acne,nausea,swollen_legs,knee_pain,swelling_joints,sinus_pressure,polyuria,obesity,irritation_in_anus
Dengue,swollen_legs,mild_fever,knee_pain,painful_walking,sweating,itching,swelling_of_stomach,
Hyperthyroidism,yellowing_of_eyes,itching,belly_pain,painful_walking,swollen_legs,anxiety,watering_from_eyes,
Cervical spondylosis,polyuria,extra_marital_contacts,pus_filled_pimples,cold_hands_and_feets,congestion,swelling_joints,,
Paralysis (brain hemorrhage),dizziness,swollen_legs,pain_behind_the_eyes,coma,family_history,,,
Dimorphic hemmorhoids(piles),dizziness,mucoid_sputum,loss_of_smell,anxiety,sunken_eyes,fatigue,sweating,
Paralysis (brain hemorrhage),dizziness,swollen_legs,coma,pain_behind_the_eyes,family_history,,,
Hepatitis B,patches_in_throat,blister,dark_urine,mood_swings,lethargy,,,
Hypothyroidism,inflammatory_nails,cough,yellowing_of_eyes,continuous_sneezing,rusty_sputum,bloody_stool,congestion,blister
Hypothyroidism,continuous_sneezing,congestion,rusty_sputum,blister,inflammatory_nails,bloody_stool,yellowing_of_eyes,cough
Jaundice,dehydration,weakness_in_limbs,pain_behind_the_eyes,yellow_crust_ooze,cough,burning_micturition,,
Drug Reaction,cough,belly_pain,diarrhoea,chest_pain,loss_of_smell,breathlessness,,
AIDS,red_spots_over_body,lethargy,phlegm,yellowish_skin,depression,mood_swings,slurred_speech,
Tuberculosis,weight_loss,unsteadiness,bloody_stool,brittle_nails,,,,
Hypertension,acute_liver_failure,blackheads,belly_pain,puffy_face_and_eyes,weakness_in_limbs,loss_of_balance,yellow_urine,neck_pain
Diabetes,pain_during_bowel_movements,lethargy,pain_in_anal_region,drying_and_tingling_lips,,,,
Dengue,mild_fever,painful_walking,swollen_legs,itching,swelling_of_stomach,sweating,knee_pain,
Hepatitis D,redness_of_eyes,stiff_neck,family_history,headache,altered_sensorium,history_of_alcohol_consumption,palpitations,dizziness
Bronchial Asthma,runny_nose,internal_itching,weight_loss,muscle_pain,swollen_blood_vessels,,,
Hypothyroidism,rusty_sputum,bloody_stool,yellowing_of_eyes,continuous_sneezing,inflammatory_nails,blister,cough,congestion
Drug Reaction,cough,loss_of_smell,belly_pain,chest_pain,diarrhoea,breathlessness,,
Bronchial Asthma,weight_loss,internal_itching,swollen_blood_vessels,muscle_pain,runny_nose,,,
Heart attack,blurred_and_distorted_vision,swelled_lymph_nodes,receiving_unsterile_injections,pain_behind_the_eyes,prominent_veins_on_calf,,,
Hypothyroidism,blister,cough,yellowing_of_eyes,continuous_sneezing,inflammatory_nails,bloody_stool,congestion,rusty_sputum
Diabetes,pain_during_bowel_movements,lethargy,drying_and_tingling_lips,pain_in_anal_region,,,,
Alcoholic hepatitis,pain_during_bowel_movements,weight_loss,anxiety,mood_swings,,,,
GERD,chest_pain,throat_irritation,joint_pain,pain_in_anal_region,,,,
Hypertension,belly_pain,acute_liver_failure,puffy_face_and_eyes,weakness_in_limbs,yellow_urine,neck_pain,blackheads,loss_of_balance
Vertigo,dizziness,muscle_wasting,lethargy,receiving_blood_transfusion,,,,
Varicose veins,blood_in_sputum,restlessness,burning_micturition,blackheads,dizziness,sunken_eyes,,
Hypothyroidism,yellowing_of_eyes,continuous_sneezing,cough,congestion,bloody_stool,blister,rusty_sputum,inflammatory_nails
Allergy,receiving_unsterile_injections,irregular_sugar_level,acidity,breathlessness,stomach_pain,,,
Hepatitis D,history_of_alcohol_consumption,stiff_neck,dizziness,altered_sensorium,family_history,palpitations,headache,redness_of_eyes
Hepatitis D,headache,dizziness,history_of_alcohol_consumption,stiff_neck,redness_of_eyes,family_history,altered_sensorium,palpitations
Hepatitis A,muscle_weakness,weight_gain,irritation_in_anus,depression,,,,
Hepatitis A,irritation_in_anus,weight_gain,muscle_weakness,depression,,,,
Allergy,acidity,irregular_sugar_level,breathlessness,receiving_unsterile_injections,stomach_pain,,,
Pneumonia,receiving_unsterile_injections,stomach_bleeding,internal_itching,lack_of_concentration,,,,
Varicose veins,burning_micturition,blood_in_sputum,dizziness,restlessness,blackheads,sunken_eyes,,
Hepatitis B,blister,mood_swings,patches_in_throat,lethargy,dark_urine,,,
Paralysis (brain hemorrhage),swollen_legs,pain_behind_the_eyes,family_history,coma,dizziness,,,
Hypertension,loss_of_balance,acute_liver_failure,weakness_in_limbs,puffy_face_and_eyes,neck_pain,blackheads,yellow_urine,belly_pain
Osteoarthristis,anxiety,weight_gain,burning_micturition,swelling_joints,,,,
Chronic cholestasis,receiving_unsterile_injections,mild_fever,prominent_veins_on_calf,receiving_blood_transfusion,weakness_in_limbs,brittle_nails,bladder_discomfort,skin_rash
Acne,nausea,knee_pain,obesity,irritation_in_anus,swollen_legs,swelling_joints,sinus_pressure,polyuria
Hepatitis D,redness_of_eyes,altered_sensorium,dizziness,headache,history_of_alcohol_consumption,family_history,palpitations,stiff_neck
Cervical spondylosis,cold_hands_and_feets,congestion,polyuria,swelling_joints,pus_filled_pimples,extra_marital_contacts,,
Arthritis,bloody_stool,lethargy,mucoid_sputum,mild_fever,malaise,mood_swings,small_dents_in_nails,weight_gain
Paralysis (brain hemorrhage),swollen_legs,pain_behind_the_eyes,family_history,dizziness,coma,,,
Vertigo,muscle_wasting,receiving_blood_transfusion,lethargy,dizziness,,,,
Hepatitis E,weakness_in_limbs,chills,cold_hands_and_feets,loss_of_smell,pain_during_bowel_movements,,,
Hepatitis A,depression,irritation_in_anus,muscle_weakness,weight_gain,,,,
Drug Reaction,diarrhoea,loss_of_smell,cough,breathlessness,chest_pain,belly_pain,,
Hypertension,weakness_in_limbs,yellow_urine,acute_liver_failure,blackheads,neck_pain,loss_of_balance,puffy_face_and_eyes,belly_pain
Bronchial Asthma,runny_nose,weight_loss,swollen_blood_vessels,muscle_pain,internal_itching,,,
Heart attack,pain_behind_the_eyes,blurred_and_distorted_vision,prominent_veins_on_calf,swelled_lymph_nodes,receiving_unsterile_injections,,,
Cervical spondylosis,polyuria,extra_marital_contacts,cold_hands_and_feets,pus_filled_pimples,swelling_joints,congestion,,
Dengue,swollen_legs,knee_pain,itching,mild_fever,painful_walking,swelling_of_stomach,sweating,
Allergy,acidity,receiving_unsterile_injections,irregular_sugar_level,stomach_pain,breathlessness,,,
Drug Reaction,cough,belly_pain,chest_pain,diarrhoea,loss_of_smell,breathlessness,,
Malaria,abnormal_menstruation,receiving_unsterile_injections,cold_hands_and_feets,belly_pain,mild_fever,,,
Hypothyroidism,blister,yellowing_of_eyes,inflammatory_nails,bloody_stool,continuous_sneezing,rusty_sputum,congestion,cough
Malaria,belly_pain,cold_hands_and_feets,mild_fever,receiving_unsterile_injections,abnormal_menstruation,,,
Migraine,pain_during_bowel_movements,swelling_joints,family_history,acidity,,,,
Common Cold,blurred_and_distorted_vision,nausea,high_fever,neck_pain,congestion,rusty_sputum,silver_like_dusting,
Diabetes,pain_during_bowel_movements,drying_and_tingling_lips,pain_in_anal_region,lethargy,,,,
Varicose veins,blood_in_sputum,sunken_eyes,blackheads,restlessness,dizziness,burning_micturition,,
Varicose veins,dizziness,blood_in_sputum,blackheads,sunken_eyes,restlessness,burning_micturition,,
Chronic cholestasis,receiving_blood_transfusion,weakness_in_limbs,mild_fever,receiving_unsterile_injections,bladder_discomfort,skin_rash,prominent_veins_on_calf,brittle_nails
Diabetes,pain_during_bowel_movements,lethargy,pain_in_anal_region,drying_and_tingling_lips,,,,
Fungal infection,joint_pain,neck_pain,enlarged_thyroid,fast_heart_rate,,,,
Peptic ulcer disease,swollen_legs,toxic_look_(typhos),vomiting,continuous_feel_of_urine,,,,
Hypertension,weakness_in_limbs,belly_pain,neck_pain,acute_liver_failure,blackheads,yellow_urine,puffy_face_and_eyes,loss_of_balance
Hypothyroidism,cough,rusty_sputum,continuous_sneezing,inflammatory_nails,bloody_stool,yellowing_of_eyes,blister,congestion
Chicken pox,bladder_discomfort,scurring,slurred_speech,dehydration,swollen_blood_vessels,indigestion,nodal_skin_eruptions,cramps
Chronic cholestasis,bladder_discomfort,receiving_unsterile_injections,skin_rash,receiving_blood_transfusion,weakness_in_limbs,brittle_nails,mild_fever,prominent_veins_on_calf
Impetigo,hip_joint_pain,history_of_alcohol_consumption,knee_pain,breathlessness,nodal_skin_eruptions,,,
Diabetes,pain_in_anal_region,lethargy,pain_during_bowel_movements,drying_and_tingling_lips,,,,
Urinary tract infection,sunken_eyes,swelling_joints,weight_loss,swollen_legs,nodal_skin_eruptions,pus_filled_pimples,congestion,
Chicken pox,cramps,indigestion,scurring,dehydration,slurred_speech,swollen_blood_vessels,bladder_discomfort,nodal_skin_eruptions
Common Cold,blurred_and_distorted_vision,congestion,high_fever,rusty_sputum,neck_pain,nausea,silver_like_dusting,
Allergy,receiving_unsterile_injections,acidity,stomach_pain,irregular_sugar_level,breathlessness,,,
Cervical spondylosis,extra_marital_contacts,pus_filled_pimples,polyuria,cold_hands_and_feets,congestion,swelling_joints,,
Urinary tract infection,congestion,pus_filled_pimples,sunken_eyes,swollen_legs,swelling_joints,weight_loss,nodal_skin_eruptions,
Fungal infection,joint_pain,neck_pain,enlarged_thyroid,fast_heart_rate,,,,
Diabetes,pain_in_anal_region,pain_during_bowel_movements,lethargy,drying_and_tingling_lips,,,,
Cervical spondylosis,polyuria,cold_hands_and_feets,congestion,extra_marital_contacts,pus_filled_pimples,swelling_joints,,
Pneumonia,lack_of_concentration,stomach_bleeding,receiving_unsterile_injections,internal_itching,,,,
Typhoid,altered_sensorium,itching,throat_irritation,spinning_movements,red_sore_around_nose,diarrhoea,shivering,yellow_urine
Chicken pox,scurring,dehydration,bladder_discomfort,nodal_skin_eruptions,cramps,slurred_speech,swollen_blood_vessels,indigestion
Peptic ulcer disease,swollen_legs,vomiting,continuous_feel_of_urine,toxic_look_(typhos),,,,
Hepatitis B,lethargy,dark_urine,blister,patches_in_throat,mood_swings,,,
Pneumonia,internal_itching,lack_of_concentration,stomach_bleeding,receiving_unsterile_injections,,,,
Arthritis,mood_swings,bloody_stool,malaise,lethargy,mild_fever,weight_gain,mucoid_sputum,small_dents_in_nails
Fungal infection,joint_pain,enlarged_thyroid,fast_heart_rate,neck_pain,,,,
Hepatitis A,depression,muscle_weakness,irritation_in_anus,weight_gain,,,,
Gastroenteritis,brittle_nails,irritability,painful_walking,belly_pain,,,,
Chicken pox,cramps,dehydration,scurring,bladder_discomfort,slurred_speech,indigestion,swollen_blood_vessels,nodal_skin_eruptions
Hepatitis B,blister,patches_in_throat,lethargy,mood_swings,dark_urine,,,
Diabetes,drying_and_tingling_lips,pain_in_anal_region,pain_during_bowel_movements,lethargy,,,,
Hypothyroidism,continuous_sneezing,congestion,cough,inflammatory_nails,yellowing_of_eyes,bloody_stool,blister,rusty_sputum
Hypoglycemia,receiving_unsterile_injections,chest_pain,slurred_speech,blister,blurred_and_distorted_vision,diarrhoea,,
Bronchial Asthma,internal_itching,runny_nose,muscle_pain,swollen_blood_vessels,weight_loss,,,
Bronchial Asthma,swollen_blood_vessels,runny_nose,weight_loss,internal_itching,muscle_pain,,,
Varicose veins,burning_micturition,blackheads,sunken_eyes,blood_in_sputum,dizziness,restlessness,,
Hypothyroidism,congestion,blister,cough,inflammatory_nails,rusty_sputum,bloody_stool,yellowing_of_eyes,continuous_sneezing
Diabetes,lethargy,pain_in_anal_region,pain_during_bowel_movements,drying_and_tingling_lips,,,,
Peptic ulcer disease,swollen_legs,toxic_look_(typhos),vomiting,continuous_feel_of_urine,,,,
Hypertension,blackheads,acute_liver_failure,yellow_urine,neck_pain,weakness_in_limbs,puffy_face_and_eyes,loss_of_balance,belly_pain
Hypoglycemia,chest_pain,diarrhoea,receiving_unsterile_injections,blurred_and_distorted_vision,blister,slurred_speech,,
Hypothyroidism,yellowing_of_eyes,rusty_sputum,congestion,blister,inflammatory_nails,continuous_sneezing,bloody_stool,cough
Acne,polyuria,swollen_legs,irritation_in_anus,swelling_joints,knee_pain,sinus_pressure,nausea,obesity
Varicose veins,sunken_eyes,burning_micturition,dizziness,blackheads,restlessness,blood_in_sputum,,
Psoriasis,mood_swings,passage_of_gases,swollen_extremeties,neck_pain,muscle_pain,,,
Paralysis (brain hemorrhage),coma,family_history,pain_behind_the_eyes,dizziness,swollen_legs,,,
Drug Reaction,loss_of_smell,chest_pain,diarrhoea,breathlessness,belly_pain,cough,,
Chicken pox,dehydration,slurred_speech,bladder_discomfort,swollen_blood_vessels,scurring,indigestion,cramps,nodal_skin_eruptions
Alcoholic hepatitis,pain_during_bowel_movements,weight_loss,anxiety,mood_swings,,,,
Diabetes,pain_during_bowel_movements,pain_in_anal_region,drying_and_tingling_lips,lethargy,,,,
Hepatitis A,irritation_in_anus,depression,weight_gain,muscle_weakness,,,,
